#meta  sampleObjType=ClassifiedHtSample moduleName=htMLsample
knownClassName|ID|curationState|studytype|experimenttype|modification_date|titleLength|descriptionLength|title|description
No|GSE73574|Not Applicable|Not Curated|RNA-Seq|2021-09-25|44|1324|Hypothalamic reprogramming by sperm microRNA|Nine microRNAs (miRs) previously identified as increased in the sperm of stressed sires were microinjected into C57/Bl6:129S6/SvEvTac mouse single cell zygotes to examine the hypothesis that specific sperm miRs function postfertilization to alter offspring stress responsivity. Derived mice were exmined for hypothalamic-pituitary-adrenal axis stress response in adulthood, and the paraventricular nucleus of the hypothalamus was subsequently collected for gene expression analysis by next gen sequencing. Similar to what we reported previously in our paternal stress model, the majority of diffferenitally expressed genes in the PVN exhibited decreased expression, supporting that an increase of specific sperm miRs in the zygote can elicit long-term genetic reprogramming. Futher, marked changes in the expression of extracellular matrix and collagen gene sets suggested altered blood-brain barrier permeability with potential consequences for neuroendocrine function. mRNA profiling of paraventricular nucleus from adult male mice derived from zygote microinjection of nine miRs (multi-miR; miR-29, miR-30a, miR-30c, miR-32, miR-193-5p, miR-204, miR-375, miR-532-3p, miR-698) or PBS. Six biological replicates per group (12 total cDNA libraries) were multiplexed and sequenced on two identical HiSeq2000 lanes (Illumina). .. male;  total RNA;  PVN;  C57/Bl6:129S6/SvEvTac;  10090;  Mus musculus;  brain;  C57/Bl6:129S6/SvEvTac hybrid mouse zygotes microinjected with of 9 miRs together (1 ng/uL final concentration of 0.11 ng/uL each miRIDIAN mimic miR-29c, miR-30a, miR-30c, miR-32, miR-193-5p, miR-204, miR-375, miR-532-3p, miR-698 in 1X DPBS) or to 1X DPBS only. Zygotes were subsequently implanted into surrogate CD1 dams and reared normally.;
No|GSE72767|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|116|2773|Effects of miRNA sponge/decoy-mediated reduction of miR-15 family activity on the transcriptome of B cell precursors|A common experimental setup to investigate the function of a microRNA is a    gain-of-function    approach, in which the microRNA of interest is overexpressed to analyze its impact on a given process. However, a major drawback of this technique is that microRNAs, when expressed significantly above endogenous levels, may target genes that are not affected under physiological conditions. To circumvent this problem, we have generated a retroviral microRNA-knockdown library encompassing the majority of the microRNA families expressed throughout lymphocyte development. MicroRNA knockdown is mediated by sponges, mRNAs that possess multiple binding sites for a certain microRNA family in their 3   -UTR region. MiRNA sponges function as competitive inhibitors that sequester all specific microRNA/RISC complexes, thereby de-repressing the endogenous target genes. Using this library in pre-B cells as a model system, we have characterized all microRNAs expressed in early B cells development according to their impact on processes such as apoptosis and differentiation. In doing so, we show that functional knockdown of the known tumor-suppressive miR-15 family has only slight effects under cellular steady-state conditions. Upon withdrawal of the growth factor IL-7, however, loss of miR-15 function almost completely inhibits pre-B to immature B cell differentiation, partially protects from apoptosis and enables prolonged proliferation. In correspondence with that, knockdown of the miR-15 family confers a competitive advantage in suboptimal IL-7 concentrations, indicating that levels of miR-15 determine the sensitivity of cells towards growth factor receptor signaling. Moreover, IL-7 withdrawal seems to increase the activity of endogenous miR-15 family members in pre-B cells. Using microarray analysis, we have identified cyclin E1 as a direct and cyclin D3 as an indirect putative target gene of the miR-15 family in B cell precursors. Exogenous expression of cyclin E1 or cyclin D3 recapitulates the miR-15 loss-of-function phenotype in B cell precursors, validating their biological importance. Together, this suggests that the miR-15 family functions as a central element in a positive feedback loop that reinforces cell-cycle arrest at low growth factor concentrations, which is considered a prerequisite for light chain gene recombination and differentiation. Gene expression in cells expressing a scrambled sponge as a control vector or a sponge designed to sequester all members of the miR-15 family (miR-15a, miR-15b, miR-16, miR-497, miR-195, miR-322) was measured either in the presence or 36 hours after withdrawal of the growth factor IL-7. Two independent experiments were performed, using independently generated cell clones for each repetition. .. wk3;  pre-B cell;  in excessive IL-7;  without IL-7 for 36 h;  SLP-65-/-;  total RNA;  wk3_miR-15 sponge_+IL7;  wk3_miR-15 sponge_-IL7_36h;  wk3_scrambled sponge_+IL7;  wk3_scrambled sponge_-IL7_36h;  10090;  Mus musculus;  control vector scrambled sponge;  miR-15 sponge (designed to target all miR-15 family members);  wk3 cells selected for expression of a scrambled sponge as a control or a vector encoding a miR-15 sponge designed to target all miR-15 family members (miR-15a, miR-15b, miR-16, miR-497, miR-195, miR-322) were cultured in excessive IL-7 or without IL-7 for 36 hours to induce pre-B cell differentiation.;
No|GSE69573|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|46|1720|QS wild type and Aldh1a1-/- preadipocytes 2015|The goal of this study was to identify preadipocyte signature genes that are dependent in aldehyde dehydrogenase 1a1 (Aldh1a1) by comparison genomes of the immortalized wild type and Aldh1a1-/- preadipocytes. Gene expression was measured using theAffymetrix GeneChip Mouse Gene ST 2.0 arrays. Murine wild type (n=3, control) and Aldh1a1-/- preadipocytes (n=3) were cultured in standard DMEM medium containing 10% of calf serum. mRNA was isolated by RNeasy (Qiagen, Valencia, CA). RNA integrity was interrogated using the Agilent 2100 Bioanalyzer (Agilent Technologies). A 100ng aliquot of total RNA was linearly amplified.  Then, 5.5ug of cDNA was labeled and fragmented using the GeneChip WT PLUS reagent kit (Affymetrix, Santa Clara, CA) following the manufacturer's instructions. Labeled cDNA targets were hybridized to Affymetrix GeneChip Mouse Gene ST 2.0 arrays for 16 h at 45   C rotating at 60rpm.  The arrays were washed and stained using the Fluidics Station 450 and scanned using the GeneChip Scanner 3000. Signal intensities were quantified by Affymetrix Expression Console version 1.3.1. Background correction and quantile normalization was performed to adjust technical bias, and probe-set expression levels were calculated by RMA method. After filtering above noise cutoff, there are 9,528 probe-sets that were tested by linear model. A variance smoothing method with fully moderated t-statistic was employed for this study and was adjusted by controlling the mean number of false positives. With a combined cutoff of 2-fold change and p-value of 0.0001 (controlling 1 false positive over all probe-sets), we declared 500 probe-sets as differential gene expression between Aldh1a1-/- and WT preadipocytes. .. female-derived;  aldh1a1 knock out;  wild type (C57Bl/6J);  total RNA;  preadipocyte cell line;  10090;  Mus musculus;  __untreated;
No|GSE68265|Not Applicable|Not Curated|RNA-Seq|2021-09-25|59|2054|Dissection of the translational impacts of the PERK pathway|Disruptions of protein homeostasis in the endoplasmic reticulum (ER) elicit activation of the unfolded protein response (UPR), a translation- and transcription-coupled proteostatic stress response pathway. The primary translational control arm of the UPR is initiated by the PERK-dependent phosphorylation of eIF2  , leading to a large-scale reprogramming of translation and subsequent activation of an ATF4-mediated transcriptional program. It has remained challenging, however, to accurately evaluate the contribution of each component of the eIF2  /ATF4 pathway to the remodelling of transcription and translation. Here, we have used mouse embryonic fibroblasts containing either a knock-in of the non-phosphorylatable eIF2   S51A mutant or knock-out for ATF4 by ribosome profiling and mRNA-seq to define the specific contributions of eIF2   phosphoryation and ATF4 in controlling the translational and transcriptional components of the UPR. These studies show that the transcriptional and translational targets of each P-eIF2  , ATF4, and the other UPR gene expression programs overlapped extensively, leading to a core set of UPR genes whose robust expression in response to ER stress is driven by multiple mechanisms. The identification of other, more factor-specific targets illustrated the potential for functional specialization of the UPR. As the UPR progressed temporally, cells employed distinct combinations of transcriptional and translational mechanisms, initiated by different factors, to adapt to ongoing stress. These effects were accompanied by a buffering effect where changes in mRNA levels were coupled to opposing changes in ribosome loading, a property which makes cooperation between transcription and translation essential to confer robust protein expression. Translational analysis by ribosome profiling and mRNA-seq of PERK pathways mutants during the UPR.Mouse embryonic fibroblasts (MEFs) lacking components of the PERK pathway (eIF2a phosphorylation and ATF4) were subjected to ER stress and analyzed by ribosome profiling. .. mouse embryonic fibroblasts;  ATF4-/-;  WT;  eIF2a S51A;  mRNA;  ribosome profiling;  total RNA;  ATF4-/- mouse embryonic fibroblasts, ER, 0.5 h Tg;  ATF4-/- mouse embryonic fibroblasts, ER, 1 h Tg;  ATF4-/- mouse embryonic fibroblasts, ER, 2 h Tg;  ATF4-/- mouse embryonic fibroblasts, ER, 4 h Tg;  ATF4-/- mouse embryonic fibroblasts, ER, untreated;  ATF4-/- mouse embryonic fibroblasts, cytosol, 0.5 h Tg;  ATF4-/- mouse embryonic fibroblasts, cytosol, 1 h Tg;  ATF4-/- mouse embryonic fibroblasts, cytosol, 2 h Tg;  ATF4-/- mouse embryonic fibroblasts, cytosol, 4 h Tg;  ATF4-/- mouse embryonic fibroblasts, cytosol, untreated;  C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg;  C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg;  C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg;  C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg;  C57BL/6 mouse embryonic fibroblasts, ER, untreated;  C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg;  C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg;  C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg;  C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg;  C57BL/6 mouse embryonic fibroblasts, cytosol, untreated;  eIF2a S51A mouse embryonic fibroblasts, ER, 0.5 h Tg;  eIF2a S51A mouse embryonic fibroblasts, ER, 1 h Tg;  eIF2a S51A mouse embryonic fibroblasts, ER, 2 h Tg;  eIF2a S51A mouse embryonic fibroblasts, ER, 4 h Tg;  eIF2a S51A mouse embryonic fibroblasts, ER, untreated;  eIF2a S51A mouse embryonic fibroblasts, cytosol, 0.5 h Tg;  eIF2a S51A mouse embryonic fibroblasts, cytosol, 1 h Tg;  eIF2a S51A mouse embryonic fibroblasts, cytosol, 2 h Tg;  eIF2a S51A mouse embryonic fibroblasts, cytosol, 4 h Tg;  eIF2a S51A mouse embryonic fibroblasts, cytosol, untreated;  C57BL/6;  cytosol;  endoplasmic reticulum;  10090;  Mus musculus;  0.5 h Thapsigargin;  1 h Thapsigargin;  2 h Thapsigargin;  4 h Thapsigargin;  __untreated;  1 uM Thapsigargin for a timecourse from 30 min to 4h.;
No|GSE67946|Not Applicable|Not Curated|RNA-Seq|2021-09-25|60|320|small RNAseq in donor BMDCs and BMDCs that received exosomes|small RNAseq was preformed on Wt bone marrow-derived dendritic cells (BMDC) and miR-155 and miR-146a double knockout (DKO)  BMDCs that received Wt exosomes to investigate the differences in transferred miRNA Small RNA profiles were generated from Wt donor BMDCs and DKO BMDCs given Wt exosomes 3 replicates in each group .. bone marrow-derived dendritic cells;  No;  Yes;  Wt;  miR-155 and miR-146a double knockout (DKO);  total RNA;  BMDC;  BMDC + Wt exosomes;  C57BL/6;  10090;  Mus musculus;
No|GSE74366|Not Applicable|Not Curated|RNA-Seq|2021-09-25|73|539|EBF2 promotes the recruitment of beige adipocytes in white adipose tissue|The induction of beige/brite adipose cells in white adipose tissue (WAT) is associated with protection against high fat diet-induced obesity and insulin resistance in animals. The helix-loop-helix transcription factor Early B-Cell Factor-2 (EBF2) regulates brown adipose tissue development. We examined the role of EBF2 in beige fat cell biogenesis by comparing transcriptome in wildtype and EBF2-overexpressing mice in the adipose tissue. Four control replicates (wildtype) and four experimental replicates (Fabp4-Ebf2) mice were analyzed .. ~6 weeks;  mixed;  polyA RNA;  Inguinal white adipose tissue_Fabp4-Ebf2;  Inguinal white adipose tissue_wildtype;  10090;  Mus musculus;  Inguinal White Adipose;
No|GSE74002|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|86|1015|Stress-induced gene expression alterations in the amygdala of C57BL/6J and SWR/J mice.|Comparison of changes in gene expression between the mouse strains (C57BL/6J and SWR/J) with diverse phenotype provides the possibility to find associations between transcriptional and behavioral response to the stress. We used whole-genome Illumina microarrays to analyze the effects on transcription of different aversive stimuli : restraint and/or footshocks, or after the exposure to the fear conditioning context. The microarray experiment was performed to compare transcriptional response in the amygdala to stress between two inbred mouse strains  C57BL/6J and SWR/J. The effects on gene expression 2 h after the restraint (0.5 h) stress (R) and/or exposure to 5 x 1 mA footshocks (FC) and after the exposure to the fear conditioning context (CTX)(14 days post footshocks). Individual amygdala samples were used per microarray, 5-8 biological replicates were used per experimental group. To provide appropriate balance in the whole dataset groups were equally divided between the array hybridization batches. .. 8-10 weeks;  total RNA;  control context;  control control;  control footshock;  control restaint;  restraint context;  restraint footshock;  C57BL/6J_control context;  C57BL/6J_control control;  C57BL/6J_control footshock;  C57BL/6J_control restaint;  C57BL/6J_restraint context;  C57BL/6J_restraint footshock;  SWR/J_control context;  SWR/J_control control;  SWR/J_control footshock;  SWR/J_control restaint;  SWR/J_restraint context;  SWR/J_restraint footshock;  C57BL/6J;  SWR/J;  10090;  Mus musculus;  amygdala;
No|GSE66243|Not Applicable|Not Curated|RNA-Seq|2021-09-25|32|538|Circadian rhythm in NIH3T3 cells|Identification of cyclical expressed coding and non-coding genes during the circadian rhythm in NIH3T3 cells. NIH3T3 cells were synchronized for their circadian rhythm and RNA sequencing were performed at several time points along the rhythm. This data was used to identify cyclical expressed genes as well as long intergenic non-coding RNAs. NIH3T3 cells were synchronized with 100 nM Dexamethasone for 2 hours, then medium was changed to normal culture medium (0h). Every 4 hours cells were harvested, RNA isolated and RNAseq performed. .. NIH3T3;  total RNA;  NIH3T3_0hr;  NIH3T3_12hr;  NIH3T3_16hr;  NIH3T3_20hr;  NIH3T3_24hr;  NIH3T3_28hr;  NIH3T3_32hr;  NIH3T3_4hr;  NIH3T3_8hr;  10090;  Mus musculus;  0hr;  12hr;  16hr;  20hr;  24hr;  28hr;  32hr;  4hr;  8hr;  NIH3T3 cells were synchronized with 100 nM Dexamethasone for 2 hours, then medium was changed to normal culture medium (0h). Every 4 hours cells were harvested, RNA isolated and RNAseq performed.;
No|GSE53150|Not Applicable|Not Curated|RNA-Seq|2021-09-25|74|778|RNAseq analysis of mature thymic NKT cells and immature thymic DN1eP cells|We report the identification of immature thymic CD4(-),CD8(-) double-negative (DN)1e cells with the NKT cell lineage potential. We also analyzed the gene expression profiles of DN1e thymocytes compared with those of mature thymic NKT cell developmental stages termed NKT stage-1, 2, and -3, which are characterized by differential expression levels of NK1.1 and CD44 antigens in C57BL/6J mouse strain. Next generation sequencing of total transcriptomes using total RNA isolated from FACS sorted ex vivo thymic DN1eP (Lin-/CD44+/CD25-/CD24low/CD5+/CD27+/Ly108-/CXCR3+) fraction, and mature thymic alphaGalCer-loaded CD1d dimer+TCRbeta+ NKT cell developmental stage-1 (CD44-/NK1.1-), stage-2 (CD44+/NK1.1-), and stage-3 (CD44+/NK1.1+) cells, obtained from C57BL/6J wild-type mice. .. 6-to-8 wk old;  thymocyte;  total RNA;  DN1eP precursor derived NKT;  DN1eP precursors;  NKT stage-1;  NKT stage-2;  NKT stage-3;  C57BL/6;  10090;  Mus musculus;
No|GSE47569|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|119|526|Gene expression changes in  Apc-mutant mouse intestinal organoids 7 and 20 days after the induction of the Apc deletion|We isolated and selected intestinal adenoma organoids from Lgr5-EGFP-IRES-CreER; Apcflox/flox mice and added tamoxifen to induce the deletion of the Apc gene in the intestinal stem cells. Gene expressions on day7 and day20 after the addition of tamoxifen were compared, representing two stages with different colorectal cancer stem cell content. Total RNA obtained from  Lgr5-EGFP-IRES-CreER; Apcflox/flox organoids were compared 7 days and 20 days after the addition of tamoxifen, cultured without the Wnt-agonist R-Spondin1. .. 2-3 months;  total RNA;  ex vivo intestinal organoid;  C57Bl;  10090;  Mus musculus;  day20;  day7;  intestinal organoid;  Tamoxifen for 2 days to activate the intestinal stem cell-specific expression of the CreER allele.;
No|GSE76265|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|46|776|Gene profiling of Tregs across inbred strains.|Gene-profiling of Tregs across inbred strains. There is a wide inter-individual range in the frequency of FoxP3+ Treg cells, but little is known about the underlying genetic or epigenetic mechanisms. We explored this issue accross inbred strains of mice. During this study, we established the gene expression profiles of Treg cells from the various inbred strains of mice. For each inbred strain of mice, CD4+ TCRb+ CD25hi Treg cells (50k)  from 9w old male (Jackson laboratory) were double sorted into Trizol. For BM Treg, cells were triple-sorted. Top 50% among CD25high cells were selected to ensure high Foxp3+ purity (over 99%). 2 biological replicates per condition. RNA was amplified, labeled and hybridized to Affymetrix Mouse Gene 1.0 ST Arrays (Expression Analysis). .. Male;  8 Weeks Old;  9 Weeks Old;  CD19, CD8?, TCR??, CD11b, CD11c, NK1.1, Gr-1, Ter-119, DAPI;  Balb/c;  C57BL/6;  CBA/J;  NOD/LtJ;  NZW/LacJ;  total RNA;  TCRb+ CD4+ CD25hi;  MoFlo Sorter;  Bone marrow;  Spleen;  Mechanical cell dissociation;  10090;  Mus musculus;
No|GSE76253|Not Applicable|Not Curated|RNA-Seq|2021-09-25|97|966|AGM hematopoietic stem cells are differentially regulated by BMP and Hedgehog signalling pathways|The first HSCs are produced in the aorta-gonadmesonephros (AGM) region of the embryo through endothelial to a hematopoietic transition. BMP4 and Hedgehog affect their production/expansion, but it is unknown whether they act to affect the same HSCs. In this study using the BRE GFP reporter mouse strain that identifies BMP/Smad-activated cells, we find that the AGM harbors two types of adult-repopulating HSCs upon explant culture. Embryonic day 11 AGM are dissected and either analyzed directly, or after explant culture in conditions containing BMP/Hedgehog with or without cyclopamine. EC: endothelial enriched (CD31+Kit-); MC: mesenchymal cell enriched (CD31-Kit-); HPSC: hematopoietic progenitor/stem cell enriched; AGM11: E11 fresh AGMs; AGMex: AGM after explant culture; AGMcy: AGM after explant in presence of cyclopamine; CD31p: CD31 positive; CD31n: CD31 negative; KITp: c-Kit positive; KITn: c-Kit negative; BREp: BRE-GFP positive; BREn: BRE-GFP negative .. negative;  positive;  CD31 negative, c-Kit negative;  CD31 positive, c-Kit negative;  CD31 positive, c-Kit positive;  E11;  endothelial cells;  hematopoietic progenitor/stem cell;  mesenchymal cells;  total RNA;  AGM after explant culture;  AGM after explant in presence of cyclopamine;  fresh AGMs;  aorta-gonadmesonephros (AGM);  embryonic day 11 AGM cells;  C57BL6 BRE-GFP reporter strain;  10090;  Mus musculus;  aorta;  cell sorting based on expression BRE-GFP transgene expression.;
No|GSE70109|Not Applicable|Not Curated|RNA-Seq|2021-09-25|131|1007|Next Generation Sequencing Facilitates Quantitative Analysis of RNAs bound by DDX5 and RORgt in cultured T helper 17 cell [RIP-seq]|Purpose: The goals of this study are to compare RNAs bound by DDX5 and RORgt in cultured T helper 17 cell in wildtype background.  Methods: Th17 mRNA profiles of 48hrs in vitro cultured T helper 17 cells from wild-type mice were generated by deep sequencing, using Illumina HighSeq. The sequence reads that passed quality filters were analyzed at the transcript isoform level with two methods: Burrows   Wheeler Aligner (BWA) and TopHat followed by CuffDiff. qRT   PCR validation was performed using SYBR Green assays.  Results: Among the 3444 RefSeq non-coding RNAs and 46449 NONCODE non-coding RNAs, 2533 were found to be expressed in Th17 cells (FPKM>1). 210 of them were enriched in DDX5 pull-down and 119 of them were enriched in RORgt pull-down.  Conclusions: Our study suggest that a subset of 31 ncRNAs were co-enriched in DDX5 and RORgt pull-down. DDX5 or RORgt-associated-RNA profiles of 48hr in vitro cultured Th17 from wild type (WT) mice were generated by deep sequencing using Illumina HighSeq .. 6-8wks;  in vitro polarized T helper 17 cells;  WT;  total RNA;  total RNA;  total RNA post DDX5 IP;  total RNA post GFPL10 IP;  total RNA post RORgt IP;  goat anti-DDX5;  rabbit anti-GFP;  rat anti-RORgt;  14-6988-82;  A-11122;  ab10261;  1691382;  E11084-1632;  GR101334-5;  Abcam;  Life Technology;  eBioscience;  In vitro Th17;  C57BL/6;  10090;  Mus musculus;  T cell;
No|GSE75600|Not Applicable|Not Curated|RNA-Seq|2021-09-25|90|1494|Loss of motoneuron-specific microRNA-218 causes systemic neuromuscular failure [miRNA-seq]|We investigated microRNA expression in motoneurons by performing small RNA sequencing of fluorescence-activated cell sorting (FACS)-isolated motoneurons labelled with the Hb9:gfp transgenic reporter and Hb9:gfp negative non-motoneurons including spinal interneurons.  We find that one microRNA, microRNA-218, is highly enriched and abundantly expressed in motoneurons.  Furthermore, we find that miR-218 is transcribed from alternative, motoneuron-specific alternative promoters embedded within the Slit2 and Slit3 genes by performing RNA sequencing of FACS-isolated motoneurons and a dissected embryonic floor plate cells which served as a control.  Next, we performed RNA sequencing of FACS-isolated wild type (WT) motoneurons and motoneurons lacking miR-218 expression (218DKO motoneurons), and find that a large set of genes (named 'TARGET218' genes) with predicted miR-218 binding sites are de-repressed in the absence of miR-218 expression.  Finally, we examine the expression of TARGET218 genes in other neuronal subpopulations by FACS-isolating  V1, V2a, and V3 interneurons expressing Cre-inducible fluorescent reporters and performing RNA sequencing.  We find that the TARGET218 network of genes is depleted in wild-type motoneurons versus these interneuron types.  Additionally, these genes are expressed at similar levels in 218DKO motoneurons compared with interneuron subtypes, suggesting that this genetic network. Examination of miRNA expression in spinal neuron subpopulations. .. V2a spinal interneurons;  V3 spinal interneurons;  non-motoneuron spinal cells;  spinal motoneurons;  E10_5;  E12_5;  Chx10::cre;Rosa26::LSL::tdTomato;  Hb9::gfp;  Sim1::cre;Rosa26::LSL::tdTomato;  total RNA;  small RNAs;  GFP negative;  GFP positive;  tdTomato positive;  Motoneurons;  Non-motoneurons;  V2a interneurons;  V3 interneurons;  10090;  Mus musculus;
No|GSE71185|Not Applicable|Not Curated|RNA-Seq|2021-09-25|92|1172|NSD3-short is an adaptor protein that couples BRD4 to the CHD8 chromatin remodeler (RNA-Seq)|The bromodomain and extraterminal (BET) protein BRD4 is a therapeutic target in acute myeloid leukemia (AML). Here, we demonstrate that the AML maintenance function of BRD4 requires its interaction with NSD3, which belongs to a subfamily of H3K36 methyltransferases. Unexpectedly, AML cells were found to only require a short isoform of NSD3 that lacks the methyltransferase domain. We show that NSD3-short is an adaptor protein that sustains leukemia by linking BRD4 to the CHD8 chromatin remodeler, by using a PWWP chromatin reader module, and by employing an acidic transactivation domain. Genetic targeting of NSD3 or CHD8 mimics the phenotypic and transcriptional effects of BRD4 inhibition. Furthermore, BRD4, NSD3, and CHD8 colocalize across the AML genome, and each is released from super-enhancer regions upon chemical inhibition of BET bromodomains. These findings suggest that BET inhibitors exert therapeutic effects in leukemia by evicting BRD4-NSD3-CHD8 complexes from chromatin to suppress transcription. PolyA+ (illumine TruSeq)/not-so-random (NSR) primers selected RNA-Seq for shRNA/sgRNA-expressing MLL-AF9 transformed acute myeloid leukemia cells (RN2). .. Acute myeloid leukemia;  MLL-AF9/NrasG12D;  total RNA;  MLL-AF9/NrasG12D murine cell line;  C57BL/6;  10090;  Mus musculus;  shRNA expression were induced with dox for 48 hours in RN2 cells retrovirually transduced with TRMPV-Neo constructs. sgRNAs were induced with Lenti virus for 4 days.;
No|GSE61879|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|107|709|Expression data from a 24h time series of dexamethasone treatment for mouse bone marrow derived macrophages|Macrophages are amongst the major targets of glucocorticoids (GC) as therapeutic anti-inflammatory agents.  Here we show that GC treatment of mouse and human macrophages initiates a cascade of induced gene expression including many anti-inflammatory genes. Inducible binding of the glucocorticoid receptor (GR) was detected at candidate enhancers in the vicinity of induced genes in both species and this was strongly associated with canonical GR binding motifs.  However, the sets of inducible genes, the candidate enhancers, and the GR motifs within them, were highly-divergent between the two species. 3 biological replicates of a 6 point time series for the transcriptional response to dexamethasone 100nM .. bone marrow derived macrophage;  male;  total RNA;  bone marrow derived macrophage;  10090;  Mus musculus;  10h;  1h;  24h;  2h;  4h;  baseline;  baseline;  dex 100nM;  Samples were treated with 100nM dexamethasone (Sigma) for the indicated duration;
No|GSE74065|Not Applicable|Not Curated|RNA-Seq|2021-09-25|112|1259|Rapid conversion of fibroblasts into functional forebrain GABAergic interneurons by direct genetic reprogramming|Transplantation of GABAergic interneurons (INs) can sustain long-standing benefits in animal models of epilepsy and other neurological disorders. In a therapeutic perspective, a renewable source of functional GABAergic INs is needed. Here, we identified five factors (Foxg1, Sox2, Ascl1, Dlx5 and Lhx6) able to convert fibroblasts directly into induced GABAergic INs (iGABA-INs), displaying the molecular signature of telencephalic INs. The selected factors recapitulate in fibroblasts the activation of transcriptional networks required for the specification of GABAergic fate during telencephalon development. iGABA-INs exhibited progressively maturing firing patterns comparable to those of cortical INs, had synaptic currents and released GABA. Importantly, upon grafting in the hippocampus, iGABA-INs survived, matured and their optogenetic stimulation triggered GABAergic transmission and inhibited the activity of connected granule cells. The five factors also converted human cells into functional GABAergic neurons. These properties define iGABA-INs as a promising tool for disease modeling and cell-based therapeutic approaches. Comparison of iGABA-INs transcriptional profile with those of starting fibroblasts and GAD67-GFP+ cortical interneurons. .. E13.5 primary mouse embryonic fibroblasts;  E18.5 cortical interneurons;  iGABA-INs at 14 DIV of reprogramming;  total RNA;  P0;  primary cells;  reprogrammed from P0 MEFs;  cortical interneurons;  iGABA reprogrammed cells;  mouse embryonic fibroblasts;  C57BL/6;  10090;  Mus musculus;  MEFs were tripsynized while iGABA-Ins and Cortical interneurons were trypsinized and sorted for GFP before RNA extraction;
No|GSE73562|Not Applicable|Not Curated|RNA-Seq|2021-09-25|82|1306|Gene expression analysis to identify target genes activated after preBCR signaling|The sequential activation of distinct developmental gene networks governs the ultimate identity of a cell, but the mechanisms by which downstream programs are activated are incompletely understood. The preB-cell receptor (preBCR) is an important checkpoint of B-cell development and essential for a preB-cell to traverse into an immature B-cell. Here, we show that activation of Mef2 transcription factors by preBCR is necessary for initiating the subsequent genetic network. We demonstrate that B-cell development is blocked at the preB-cell stage in mice deficient for Mef2c and Mef2d transcription factors and that preBCR signaling enhances the transcriptional activity of Mef2c/d through phosphorylation by the ERK5 mitogen activating kinase. This activation is instrumental in inducing Kr  ppel-like factor 2 and several immediate early genes of the AP1 and Egr family. Finally, we show that Mef2 proteins cooperate with the products of their target genes (Irf4 and Egr2) to induce secondary waves of transcriptional regulation. Our findings uncover a novel role for Mef2c/d in coordinating the transcriptional network that promotes early B-cell development. RNA-seq experiments were performed from Blnk-/- preB-cells with an integration of BLNK-ERt2 to identify genes regulated after preBCR signaling .. preB-cells;  Blnk-/- KO;  total RNA;  overexpression of BLNK_ERt2;  preB-cells;  10090;  Mus musculus;  0.5 hours;  1.5 hours;  5 hours;  control;
No|GSE42990|Not Applicable|Not Curated|RNA-Seq|2021-09-25|65|1433|Tet1 plays an essential oncogenic role in MLL-rearranged leukemia|TET1, the founding member of the TET family of enzymes (TET1/2/3) that convert 5-methylcytosine (5mC) to 5-hydroxymethylcytosine (5hmC), was first identified as a partner gene in MLL-rearranged leukemia, but its definitive pathological role in leukemia is unclear. The down-regulation of all three TET genes and loss-of-function mutations of TET2 have been frequently observed in various cancers, and it was thought that they all play tumor-suppressor roles in tumorigenesis. Here we show that TET1 is likely a direct target of MLL and significantly up-regulated in MLL-rearranged leukemia, associated with an increased level of 5hmC. Our further in vitro and in vivo studies demonstrate that Tet1 plays an indispensable oncogenic role in MLL-rearranged leukemia, through cooperating with MLL fusion proteins in regulating their co-targets including the Hoxa/Meis1/Pbx3/Flt3 genes. Our data delineate a MLL-fusion/Tet1/Hoxa/Meis1/Pbx3/Flt3 signaling axis in MLL-rearranged leukemia, and highlight TET1 as a potential therapeutic target in treating this presently therapy-resistant disease. We report genome-wide 5hmC enrichment profiles and RNA-Seq gene expression in MLL-AF9 transformed and control mouse bone marrow mononuclear cells. These 5hmC profiles are derived from selctive chemical labeling and enrichment of 5hmC containing genomic DNA fragments, while the RNA-Seq expression profiles are generated from polyA enriched RNA .. 5-methylcytidine;  none;  bone marrow mononuclear cells;  genomic DNA;  total RNA;  Mouse bone marrow mononuclear cells;  B6.SJL (CD45.1);  10090;  Mus musculus;  Control (MSCVneo +MSCVpuro);  MLL-AF9 (MSCVneo-MLL-AF9+MSCVpuro);
