#meta  sampleObjType=ClassifiedHtSample moduleName=htMLsample
knownClassName|ID|curationState|studytype|experimenttype|modification_date|titleLength|descriptionLength|title|description
No|GSE9104|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|67|1127|identif of myc regul microrna in __mice cell __tumor|we previous describ the use of spot oligonucleotid array to identifi the mir cluster as direct transcript target of myc in order to determin whether myc regul addit mirna we produc custom microarray with an expand set of probe capabl of assay the express of human mirna and __mice mirna mirna express was assay in __mice model of myc induc cell __tumor in this system bone marrow from p53 __genotyp __mice is infect with retrovirus that produc myc estrogen receptor fusion protein mycer infect cell form polyclon cell __tumor in the presenc of hydroxytamoxifen oht which activ the mycer fusion protein rna from subcutan __tumor with high myc activ anim __treat continu with oht and low myc activ anim in which oht was withdrawn after __tumor format was analyz keyword dose respons rna from subcutan mycer __tumor with high myc activ anim __treat continu with oht and __tumor with low myc activ anim in which oht was withdrawn after __tumor format was analyz mycer __tumor follow estradiol withdraw low myc mycer __tumor __treat with estradiol high myc total rna mycer __tumor follow estradiol withdraw low myc mycer __tumor __treat with estradiol high myc mus musculus
No|GSE8753|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|64|1009|sequenti respons to high fat feed in an obes __mice model|we examin the effect of high fat diet on feed behaviour bodi weight regul and common biomark associ with weight gain in the c57bl __mice over period of week make measur at week and we examin the transcriptom profil of hepat gene involv in the major lipid metabol pathway valid the key gene with quantit real time revers transcript pcr qrt pcr and their gene product with western blot keyword lipogenesi hyperphagia fat oxid energi regul bodi weight c57bl __mice were random assign to consum either the control or hfc diet bodi weight and food intak were measur week and other measur at week and microarray were use to screen the transcript respons of the liver at the time point gene encod enzym regul key step of lipid metabol were then select from the microarray data for valid by qrt pcr and their protein express by western blot assay femal __mice total rna liver control liver high fat mus musculus liver sampl compris ident lobe were quick remov from each __mice the liver sampl were immedi snap frozen in liquid nitrogen and store at
No|GSE8025|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|71|2526|diarrhea as caus of mortal in __mice model of infecti coliti|examin of host genom wide chang upon encount with pathogen provid insight into the pathogenesi of infect and diseas when perform compar it may shed light on the mechan under host suscept in this studi gene express in the __mice colon was investig in two cognat line of __mice that differ in their respons to citrobact rodentium infect suscept inbr fvb fvb and resist outbr swiss webster sw __mice gene express in the distal colon was investig prior to infect and at and day post inocul use whole __mice genom affymetrix array comput analysi identifi probe set differenti express by more than fold between uninocul sw and fvb __mice in respons to rodentium infect probe set were signific modul in one or both line of __mice microarray data were valid by quantit real time rt pcr on select gene and were found to have concord transcript repres by probe set were differenti express between fvb and sw __mice regardless of infect status host effect gene associ with transport were over repres to greater extent than immun respons relat gene vs of enrich respect electrolyt analysi reveal hypochloremia and hyponatremia in suscept anim the result support the hypothesi that mortal in rodentium infect fvb __mice is associ with impair ion transport and develop of fatal hypovolemia these studi contribut to our understand of the pathogenesi of rodentium and suggest novel strategi for the prevent and __treat of diarrhea associ with bacteri infect of the intestin tract keyword tempor chang post infect global gene express analysi was perform on the distal colon with __mice per group becaus no differ for ani paramet was observ in uninfect __mice at or dpi the anim were pool into an uninocul control group for each line of __mice the select of repres sampl for microarray analysi was base on known infect status and colon lesion the final number of biolog replic for each condit was for uninocul fvb __mice fp group for uninocul sw __mice sp group and for infect anim from each line at each time point fi4 si4 fi9 and si9 respect __mice colon total rna __mice colon mus musculus __mice colon control
No|GSE8524|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|118|2143|short term high fat feed result in morpholog and metabol adapt in the skelet muscl of c57bl __mice|the preval of the metabol syndrom ms is rapid increas all over the world consequ there is an urgent need for more effect intervent strategi both anim and human studi indic that lipid oversuppli to skelet muscl can result in insulin resist which is one of the charecteristic of the ms c57bl __mice were fed low fat kcal palm oil diet or high fat kcal hf palm oil diet for or day by combin transcriptom with protein and lipid analys we aim to better understand the molecular event under the earli onset of the ms short term hf feed led to alter express level of gene involv in varieti of biolog process includ morphogenesi energi metabol lipogenesi and immun function protein analysi show increas level of the myosin heavi chain slow fiber type protein and the complex ii iii iv and of the oxid phosphoryl furthermor we observ that the main mitochondri membran phospholipid phosphatidylcholin and phosphatidylethanolamin contain more satur fatti acid altogeth these result point to morpholog as well as metabol adapt by promot more oxid fiber type we hypothes that after this earli adapt continu transcript down regul of gene involv in oxid phosphoryl will result in decreas oxid capac at later stage togeth with increas satur of phospholipid of the mitochondri membran this can result in decreas mitochondri function which is hallmark observ in insulin resist and type diabet keyword diet intervent and time cours in the present studi we investig the short versus the long term effect of high fat diet on the __mice muscl transcriptom by perform genom wide analysi of high fat diet respons gene c57bl __mice were fed low fat lf diet kcal palm oil or high fat hf diet kcal palm oil for or day total rna sampl per diet per time point were individu hybridis tot the affymatrix __mice genom array c56bl gender male __mouse_ag week c56bl gender male __mouse_ag week total rna __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl high fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day __mice quadricep muscl low fat diet day mus musculus after or day of diet intervent __mice were sacrif the quadricep muscl was dissect and snap frozen in liquid nitrogen
No|GSE9558|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|103|1435|gene express analysi of peyer patch after infect of c57bl __mice with yersinia enterocolitica|orogastr infect of __mice with yersinia enterocolit lead to hif alpha activ to elucid whether this hif alpha activ also result in hif depend gene program the transcriptom from peyer patch of uninfect and yersinia enterocolitica infect __mice were analyz by mean of of microarray analys use affymetrix genechip probe array mg u74av2 in total gene were differenti regul three day after infect in pp compar with the express of uninfect control __mice of these gene were found to be differenti upregul and from these gene of all upregul gene are well describ to be regul via hif these data indic that orogatr infect with enterocolitica result in hif depend gene programmn keyword time cours per group five c57bl __mice were infect orogastr with million yersinia enterocolitica and day after infect peyer patch were remov and total rna was prepar in parallel rna was isol from uninfect __mice the generat of fragment crna was perform follow the manufactur instruct and use for hybrid onto genechip array mg u74avs2 analysi of microarray data was perform use the affymetrix microarray suit affymetrix mine tool median signal log2 ratio slr grater than or less than was consid signific chang five c57bl __mice were infect for with million yersinia enterocolitica strain wa pyer patch were isol pool and rna was isol five c57bl __mice were infect for hour with million yersinia enterocolitica strain wa pyer patch were isol pool and rna was isol peyer patch from five uninfect c57bl __mice was pool and total rna was prepar with the use of rneasi mini kit total rna peyer patch mus musculus standard affymetrix procedur
No|GSE5766|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|72|1602|express profil of retin detach and acceler re attach|retin detach is major caus of blind due to penetr trauma and ocular inflamm and is often observ in mani patient follow cataract extract surgeri when the retin photoreceptor detach from their epithelium stress signal and apoptot pathway are initi that will lead to loss of vision howev acceler the reattach of these cell can prevent photoreceptor death and subsequ vision loss to determin the gene involv in this process we perform microarray screen use __mice model or retin detach in conjunct with p2y2 agonist previous demonstr to hasten retin reattach keyword diseas state analysi and therapeut analysi we conduct microarray screen to identifi gene involv in promot faster resolut of retin detach subretin detach was induc in balb cj __mice by subretin inject of ul salin or deliveri of ul of ins37217 salin to caus detach and expedit the rate of recoveri we perform this studi at three timepoint hrs post inject to identifi earli respons gene hrs post detach when the retina has reattach but still grossli misfold and day post detach when the misfold has been resolv but retin function is mere of __genotyp function we use each rna pool each contain retina for genechip hybrid give total of biolog replic for each __treat at each timepoint for each genechip we label ug of total rna accord to the manufactur specif affymetrix inc balb cj total rna retina detach by subretin inject of ins37217 salin hour post inject retina detach by subretin inject of salin hour post inject retina detach by subretin inject of salin hour post inject retina detach by subretin inject of salin day post inject mus musculus
No|GSE7775|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|58|3010|microarray analys of __mouse_ag __mice ovari lack nobox|nobox is homeobox gene express in oocyt and critic in oogenesi nobox defici lead to rapid loss of __mouse_ag oocyt earli oocyt differenti is poor understood we hypothes that lack of nobox perturb global express of gene preferenti express in oocyt as well as microrna we compar nobox __knockout and __genotyp ovari use affymetrix microarray platform we discov that out of of the gene down regul more than five fold in the absenc of nobox were preferenti express in oocyt while onli out of of gene up regul more than five fold in the absenc of nobox were preferenti express in oocyt protein bind microarray help identifi nucleotid motif that nobox bind and that sever down regul gene contain within putat promot region microrna popul in __mouse_ag ovari defici of nobox was larg unaffect gene whose protein are predict to be secret but previous unknown to be signific express in earli oogenesi were down regul in nobox __knockout and includ astacin like metalloendopeptidas astl jag jag1 oocyt secret protein oosp1 fetuin beta fetub and spondin rspo2 in addit pluripot associ gene pou5f1 and sall4 are drastic down regul in nobox defici ovari while test determin gene dmrt1 is over express our find indic that nobox is like an activ of oocyt specif gene express and suggest that oocyt play an import role in suppress express of male determin gene such as dmrt1 keyword genet modif __mouse_ag ovari were pool separ from __genotyp and nobox __genotyp anim and total rna isol use rneasi mini kit qiagen ca __mouse_ag ovari were collect within hour of deliveri anim experiment was approv by the institut anim care and use committe of baylor colleg of medicin three independ pool rna sampl from __genotyp and nobox __genotyp __mouse_ag ovari were use to generat biotinyl crna biotinyl crna was hybrid to genechip __mice express set affymetrix inc sinc three independ experi were perform from three independ pool of __genotyp and nobox __genotyp rna signal intens for particular gene were averag between the three chip and ratio of the __genotyp over __knockout signal calcul signal less than was consid background the raw data in the affymetrix cel file were normal by the __cell_lin method robust multi array analysi then the null hypothesi was test that there is no signific chang in gene express between the __treat pair this was done by limma and the pool local error lpe method the raw pvalu were adjust by the benjamini hochberg method for the fals discoveri rate of we use david databas to aid in function annot of gene affect by nobox defici day __mouse_ag c57 bl6 hybrid femal ovari total rna __mouse_ag day ovarian tissu nobox null __mouse_ag day ovarian tissu __genotyp mus musculus ovari were dissect from day anim and place in rnalat ambion for hour at degre celsius after hour the rnalat was remov and the ovari were frozen on dri ice and place in degre freezer
No|GSE5503|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|79|399|organ deriv dendrit cell have differenti effect on alloreact cell|transcript respons of __mice allogen cell b10 br after stimul with differ organ deriv spleen liver peripher and mesenter lymph node dendrit cell c57bl in vitro keyword gene express array base count we stimul b10 br cell with dendrit cell deriv from differ c57bl organ for four day and then perform array experi on the cell c57bl day b10 br total rna b10 br cell c57bl liver dcs b10 br cell c57bl mln dcs b10 br cell c57bl pln dcs b10 br cell c57bl spleen dcs mus musculus
No|GSE9247|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|70|2928|effect of histon deacetylas inhibitor on osteoblast gene express|background osteoblast differenti requir the coordin stepwis express of multipl gene histon deacetylas inhibitor hdis acceler the osteoblast differenti process by block the activ of histon deacetylas hdac which alter gene express by modifi chromatin structur we previous demonstr that hdis and hdac3 shrnas acceler matrix miner and the express of osteoblast matur gene alkalin phosphatas osteocalcin identifi other gene that are differenti regul by hdis might identifi new pathway that contribut to osteoblast differenti result to identifi other osteoblast gene that are alter earli by hdis we incub mc3t3 e1 preosteoblast with hdis trichostatin ms or valproic acid for hour in osteogen condit the promot of osteoblast differenti by hdis in this experi was confirm by osteogen assay gene express profil relat to vehicl __treat cell were assess by microarray analysi with affymetrix genechip array the regul of sever gene by hdis in mc3t3 e1 cell and primari osteoblast was verifi by quantit real time pcr nine gene were differenti regul by at least two fold after exposur to each of the three hdis and six were verifi by pcr in osteoblast four of the verifi gene solut carrier famili isoform regul slc9a3r1 sorbitol dehydrogenas kinas anchor protein and glutathion transferas alpha were induc two gene proteasom subunit beta type and adaptor relat protein complex ap sigma were suppress we also identifi eight growth factor and growth factor receptor gene that are signific alter by each of the hdis includ frizzl relat protein and which modul the wnt signal pathway conclus this studi identifi osteoblast gene that are regul earli by hdis and indic pathway that might promot osteoblast matur follow hdi exposur one gene whose upregul follow hdi __treat is consist with this notion is slc9a3r1 also known as nherf1 slc9a3r1 is requir for optim bone densiti similar the regul of wnt receptor gene indic that this crucial pathway in osteoblast develop is also affect by hdis these data support the hypothesi that hdis regul the express of gene that promot osteoblast differenti and matur keyword gene express to identifi other osteoblast gene that are alter earli by hdis we incub mc3t3 e1 preosteoblast with hdis trichostatin ms or valproic acid or the vehicl control dmso for hour in osteogen condit gene express profil relat to vehicl __treat cell were assess in triplic in some case quadrupl sampl by microarray analysi with affymetrix genechip array mc3t3 __cell_lin total rna dmso __treat mc3t3 __mice ms __treat mc3t3 __mice __cell_lin __treat mc3t3 __mice vpa __treat mc3t3 __mice mus musculus mc3t3 cell were grown in ml ascorb acid mm glycerol phosphat and one of the follow compound nm __cell_lin sigma st loui mo nm ms calbiochem san diego ca mm vpa sigma or dmso vehicl for hour
No|GSE7875|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|53|2063|delet of pkbalpha akt1 affect thymic develop|the thymus constitut the primari lymphoid organ for the major of cell the phosphatidyl inositol kinas pi3k signal pathway is involv in lymphoid develop defect in singl compon of this pathway prevent thymocyt from progress beyond earli cell development stage protein kinas pkb is the main effector of the pi3k pathway to determin whether pkb mediat pi3k signal in earli cell develop we character pkb __knockout thymi our result reveal signific thymic hypocellular in pkbalpha __genotyp neonat and an accumul of earli thymocyt subset in pkbalpha __genotyp __mouse_ag __mice the latter find is specif attribut to the lack of pkbalpha within the lymphoid compon of the thymus microarray analys show that the absenc of pkbalpha in earli thymocyt subset modifi the express of gene known to be involv in pre tcr signal in cell activ and in the transduct of interferon mediat signal this report highlight the specif requir of pkbalpha for thymic develop keyword genet modif earli thymocyt subset dn3 and isp8 were sort by fac from pkbalpha __genotyp pkbalpha __genotyp __mice litterm pair the same number of dn3 or isp8 cell was sort to cell within pkbalpha __genotyp pkbalpha __genotyp pair four replic per condit were then analys __genotyp dn3 __genotyp dn3 __genotyp isp8 __genotyp isp8 total rna was extract use picopuretm rna isol kit arcturus sunnyval ca usa and rna qualiti was control use the bioanalys agil technolog santa clara ca usa total rna was amplifi and label use the affymetrix cycl label kit accord to manufactur instruct after fragment ug crna was hybridis to __mice genom genechip affymetrix santa clara ca the supplementari file repres the express valu estim use the gc __cell_lin function provid by refin genedata basel switzerland for each of the sampl week week week femal male pkbalpha __genotyp pkbalpha __genotyp c57bl backcross dn3 thymocyt isp8 thymocyt total rna fac sort dn3 thymocyt pkbalpha __genotyp fac sort dn3 thymocyt pkbalpha __genotyp fac sort isp8 thymocyt pkbalpha __genotyp fac sort isp8 thymocyt pkbalpha __genotyp mus musculus the thymus was isol and squeez in pbs fcs through nylon membran to extract the thymocyt these cell were then fac sort use fitc cd25 pe cd44 and cy5 lineag marker to separ the dn3 thymocyt accord to their surfac antigen the thymus was isol and squeez in pbs fcs through nylon membran to extract the thymocyt these cell were then fac sort use fitc cd3 pe cd4 and cy5 cd8 marker to separ the isp8 thymocyt accord to their surfac antigen
No|GSE4822|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|105|1870|broad ectop express of the sperm protein plcz1 induc parthenogenesi and ovarian __tumor in __mice|mammalian metaphas ii mii exit and embryogenesi are induc at fertil by signal thought to come from the sperm protein phospholipas zeta plcz1 meiotic progress can also be trigger without sperm as in parthenogenesi although the classic __mice in vivo parthenogenet model lt sv fail in meiosi due to an unknown molecular etiolog we here dissect plcz1 specif and function in vivo and address it abil to interfer with matern meiotic exit __genotyp __mice plcz1 express was restrict to post pubert test and the brain of both sex with region specifi element map to kb plcz1 promot fragment when broad ectop plcz1 express was forc in independ transgen line they initi appear healthi their oocyt underw unperturb meiotic matur to mii but subsequ exhibit autonom intracellular free calcium oscil second polar bodi extrus pronucleus format and parthenogenet develop transfer of transgen cumulus cell nuclei into __genotyp oocyt induc activ and develop demonstr direct effect of plcz1 analog to fertil whilst plcz1 transgen male remain larg asymptomat femal develop abdomin swell caus by benign ovarian __tumor that were under repres for patern and placent express transcript plcz1 was not over express in the ovari of lt sv or in human germlin ovarian __tumor the narrow spectrum of plcz1 activ indic that it is modul by tissu restrict accessori factor this work character novel model in which parthenogenesi and tumourigenesi follow full meiotic matur and are link to fertil by plcz1 keyword mirna profil express profil of __mice mirnas_sampleb fourteen sampl were analyz for the studi cs686l cs686r cs785 cs809 cs823l cs823r cs832 cv608 cv833 no ovari is cv885 no ovari is cs110 no ovari is cs513 __genotyp total rna cs686l cs686r cs785 cs809 cs823l cs823r cs832 cv608 cv833 no ovari is cv885 no ovari is cs110 no ovari is cs513 ovari placenta mus musculus
No|GSE8662|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|117|3342|integr sv40 antigen cancer signatur in aggress breast prostat and lung __tumor with poor prognosi|understand the genet architectur of cancer pathway that distinguish subset of human cancer is critic to develop new therapi that better target __tumor base upon their molecular express profil in this studi we identifi an integr gene signatur from multipl transgen model of epitheli cancer intrins to the function of the simean virus antigen that is associ with the biolog behavior and prognosi for sever human epitheli __tumor this genet signatur compos primarili of gene regul cell replic prolifer dna repair and apoptosi is not general cancer signatur rather it is uniqu activ primarili in __tumor with aberr p53 rb or brca1 express but not in __tumor initi through the overexpress of myc ras her2 neu or polyoma middl oncogen import human breast lung and prostat __tumor express this set of gene repres subset of __tumor with the most aggress phenotyp and with poor prognosi the antigen signatur is high predict of human breast cancer prognosi sinc this class of epitheli __tumor is general intract to current exist standard therapi this genet signatur identifi potenti target for novel therapi direct against these lethal form of cancer sinc the these genet target have been discov use mammari prostat and lung antigen __mice cancer model these model are rational candid for use in pre clinic test of therapi focus on these biolog import target keyword genet engin __mice gem model of cancer epitheli __tumor sv40 antigen surviv predictor gene express profil from the sv40 antigen __mice model were compar with respect to specimen type normal vs __tumor tissu locat of __tumor mammari lung prostat semin vesicl and background strain of __mice fvb vs c57bl three way anova model with one interact effect type locat was fit cancer gene that differ among all four __tumor locat were identifi as those that had signific interact effect at the level and show at least fold chang between the maxim and minim mean __tumor normal ratio over the differ locat cdna probe base on the anova model differenti express gene between normal and __tumor specimen within each __tumor locat were also identifi as those gene whose express were signific at the level and were at least fold differ compar to the mean express ratio overal uniqu array featur were select use anova further select was appli base upon identif of differenti express gene between normal and __tumor tissu for the three epitheli __tumor mammari lung and prostat the sv40 antigen oncogen specif signatur includ gene similar differenti express in each epitheli __tumor cdna clone in contrast gene were includ in tissu specif sv40 antigen __tumor signatur if they were found to be differenti express between the __tumor and normal sampl exclus for one locat two hundr and eighti three and cdna clone were identifi as specif dysregul in mammari lung and prostat __tumor respect stratagen univers refer rna c3 sv40 antigen cc10 sv40 antigen pb sv40 antigen tramp __genotyp c57bl fvb total rna gland mammari normal gland mammari __tumor gland prostat normal gland prostat __tumor lung tissu normal lung tissu __tumor semin vesicl normal semin vesicl __tumor stratagen univers refer rna mus musculus
No|GSE5907|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|88|489|irf2 regul macrophag apoptosi through stat1 and caspas depend mechan|use microarray gene express profil of liver rna sampl reriv from irf2 __genotyp and irf2 __genotyp __mice __treat with salin or lps we identifi gene that were signific down regul in irf2 __genotyp __mice includ stat3 which has been report to regul apoptosi keyword compound __treat design we compar gene express in irf2 __genotyp and irf2 __genotyp __mice __treat with salin or lps for or hour two repeat were done for the lps __treat the total number of array is genotyp genet variat gene __knockout __mouse_ag c57bl irf __genotyp c57bl irf __genotyp liver total rna __knockout lps hr repeat __knockout lps hr repeat __knockout lps hr repeat __knockout lps hr repeat __knockout salin hr __knockout salin hr __genotyp control lps hr repeat __genotyp control lps hr repeat __genotyp control lps hr repeat __genotyp control lps hr repeat __genotyp control salin hr __genotyp control salin hr mus musculus __treat type compoundag lipopolysacharid lps __treat dose mg kgtreatment time hour __treat type compoundag lipopolysacharid lps __treat dose mg kgtreatment time hour __treat type compoundag salinetreat time hour __treat type compoundag salinetreat time hour
No|GSE6939|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|104|738|cd4 cell gene transduc with aml1 __genotyp foxp3 and foxp3 __genotyp defect in bind to aml1|to clarifi how foxp3 regul it target gene we perform co immunoprecipit experi and found that foxp3 physic bound to aml1 runx1 ono et al natur in this seri of studi we compar gene regul by aml1 __genotyp foxp3 and foxp3 __genotyp with defect bind to aml1 keyword retrovir gene transduct into primari cd4 cell cd4 naiv cell were activ and retrovir gene transduc with either empti vector pmcsig or aml1 __genotyp foxp3 or an aml1 non bind __genotyp foxp3 encod vector sixti hour after transfect gfp express cell were sort and total rna was extract one cycl target label protocol was use for label rna with biotin cell were obtain from balb __mice and puridi to cd4 naiv cell gitrlowcd25 cd4 and retrovir gene transduc cell were obtain from balb __mice and purifi into cd4 naiv cell gitrlowcd25 cd4 and retrovir gene transduc total rna cd4 cell gene transduc with aml1 cd4 cell gene transduc with foxp3 __genotyp defect in bind to aml1 cd4 cell gene transduc with empti vector cd4 cell gene transduc with __genotyp foxp3 mus musculus cd4 naiv cell were activ and retrovir gene transduc with either empti vector pmcsig or aml1 __genotyp foxp3 or an aml1 non bind __genotyp foxp3 sixti hour after transfect gfp cell were sort and lyse for rna sampl cd4 naiv cell were activ and retrovir gene transducedwith either empti vector pmcsig or aml1 __genotyp foxp3 or an aml1 non bind __genotyp foxp3 sixti hour after transfect gfp cell were sort and lyse for rna sampl
No|GSE6957|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|118|2124|transcript profil of bipotenti embryon liver cell to identifi liver progenitor cell surfac marker|the abil to purifi to homogen popul of hepat progenitor cell from __mouse_ag liver is critic for their character prior to ani therapeut applic as step in this direct we have util gene profil of bipotenti liver __cell_lin from __mouse_ag __mice embryon liver to catalog gene express by liver progenitor cell these cell known as bipotenti __mice embryon liver bmel cell prolifer in an undifferenti state and are capabl of differenti into hepatocyt like and cholangiocyt like cell in vitro upon transplant bmel cell are capabl of differenti into hepatocyt and cholangiocyt in vivo microarray analysi of gene express in the and bmel __cell_lin grown under prolifer and differenti condit was use to identifi cell surfac marker preferenti express in the bipotenti undifferenti state this analysi reveal that prolifer bmel cell express mani gene involv in cell cycl regul wherea differenti of bmel cell by cell aggreg caus switch in gene express to function characterist of matur hepatocyt in addit microarray data and protein analysi indic that the notch signal pathway could be involv in maintain bmel cell in an undifferenti stem cell state use go annot list of cell surfac marker preferenti express on undifferenti bmel cell was generat one marker cd24a is specif express on progenitor oval cell in liver of ddc __treat anim we therefor consid cd24a express candid molecul for purif of hepat progenitor cell keyword cell type comparison rna was extract from two independ isol bmel __cell_lin and after cultur under three condit basal aggreg day and aggreg day duplic biolog replic were collect for each __cell_lin cultur condit combin for total of sampl sampl were biotin label hybrid to __mice chip and scan accord to establish affymetrix protocol aggreg day aggreg day basal embryo were deriv from cba c57bl cross __cell_lin deriv from dpc14 embryon __mice liver total rna bipotenti __mice embryon liver __cell_lin aggreg cultur day bipotenti __mice embryon liver __cell_lin aggreg cultur day bipotenti __mice embryon liver __cell_lin basal cultur bipotenti __mice embryon liver __cell_lin aggreg cultur day bipotenti __mice embryon liver __cell_lin aggreg cultur day bipotenti __mice embryon liver __cell_lin basal cultur mus musculus aggreg strick marchand weiss mc induc differenti and morphogenesi of bipotenti liver __cell_lin from __genotyp __mice embryo hepatolog aggreg cultur strick marchand weiss mc induc differenti and morphogenesi of bipotenti liver __cell_lin from __genotyp __mice embryo hepatolog basal cultur strick marchand weiss mc induc differenti and morphogenesi of bipotenti liver __cell_lin from __genotyp __mice embryo hepatolog
No|GSE5319|Not Applicable|Not Curated|transcription profiling by array|2021-09-25|99|3076|potenc of testicular somat environ to support spermatogenesi in xx sri transgen male __mice|sri is suffici to induc testi format and subsequ male develop of intern and extern genitalia in chromosom femal __mice and human in xx sex revers male such as xx sri transgen xx sri __mice howev testicular germ cell alway disappear soon after birth due to germ cell autonom defect therefor it remain unclear whether or not sri alon is suffici to induc fulli function testicular soma capabl of support complet spermatogenesi in the xx bodi here we demonstr that the testicular somat environ of xx sri male is defect in the later phase of spermatogenesi spermatogoni transplant analys use xx sri male __mice reveal that donor xy spermatogonia are capabl of prolifer enter meiosi and differenti into the round spermatid stage xy donor deriv round spermatid howev were frequent detach from the xx sri seminifer epithelia and underw cell death therebi prevent further progress beyond the elong spermatid stage in contrast immatur xy seminifer tubul segment transplant under xx sri testi capsul clear display proper differenti into elong spermatid in the transplant xy donor tubul microarray analysi of seminifer tubul isol from xx sri test confirm miss express of sever link gene and alter in the express profil of gene associ with spermatogenesi therefor our find indic dysfunct of the somat tubul compon probabl sertoli cell of xx sri test support our hypothesi that sri alon is insuffici to induc fulli function sertoli cell in xx __mice keyword compar genom hybrid whole test and seminifer tubul of xx sri and wv male were use for microarray express analysi use the affymetrix genechip system affymetrix ca in order to isol the seminifer tubul the tunica was care remov from the test which were then incub in the medium with mg ml collagneas at for min the remain seminifer tubul were wash sever time with pbs use cell strainer to remov interstiti cell after total rna was extract use rneasi mini kit qiagen germantown md doubl strand cdna and biotin label crna were synthes use one cycl cdna synthesi and ivt label kit affymetrix ca respect twenti microgram of fragment biotin label crna was hybrid to the affymetrix __mice express array moe for hr at the chip were wash stain and then scan with the genearray scanner hewlett packard ca in accord with the manufactur standard protocol final the microarray data were analyz use microarray suit ver affymetrix differenti express was defin as differ of fold or more in both whole testi and seminifer tubul sampl between two recipi male __mice affymetrix genom array id were use to queri the netaffx data mine tool for gene annot male wv wb b6 purchas from slc wb b6 purchas from slc b6 hsp sri seminifer tubul whole testi total rna __mice __mouse_ag seminifer tubul wv wb b6 purchas from slc __mice __mouse_ag seminifer tubul of xx sri __mice __mouse_ag whole testi xx sri __mice __mouse_ag whole testi wv wb b6 purchas from slc mus musculus whole testi
